Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Counter-Strike 2,Mostly Positive,7868313,"['Action, Free to Play']","['Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Free to Play']",Valve,Valve,"21 Aug, 2012",https://store.steampowered.com/app/730/CounterStrike_2/?snr=1_7_7_7000_150_1,Free
NARAKA: BLADEPOINT,Mostly Positive,199154,"['Action, Adventure, Massively Multiplayer']","['Online PvP', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer']",24 Entertainment,NetEase Games Global,"12 Aug, 2021",https://store.steampowered.com/app/1203220/NARAKA_BLADEPOINT/?snr=1_7_7_7000_150_1,Free
Lethal Company,Overwhelmingly Positive,259494,"['Action, Adventure, Indie, Early Access']","['Single-player', 'Online Co-op']","['Action, Adventure, Indie, Early Access']",Zeekerss,Zeekerss,"24 Oct, 2023",https://store.steampowered.com/app/1966720/Lethal_Company/?snr=1_7_7_7000_150_1,$5.79 
Dota 2,Mostly Positive,2165070,"['Action, Strategy, Free to Play']","['Steam Trading Cards', 'Steam Workshop', 'SteamVR Collectibles', 'In-App Purchases', 'Valve Anti-Cheat enabled']","['Action, Strategy, Free to Play']",Valve,Valve,"9 Jul, 2013",https://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_7000_150_1,Free
Grand Theft Auto V,Very Positive,1580301,"['Action, Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure']",Rockstar North,Rockstar Games,"14 Apr, 2015",https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/?snr=1_7_7_7000_150_1,$19.80 
Forza Horizon 5,Very Positive,148580,"['Action, Adventure, Racing, Simulation, Sports']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'HDR available']","['Action, Adventure, Racing, Simulation, Sports']",Playground Games,Xbox Game Studios,"9 Nov, 2021",https://store.steampowered.com/app/1551360/Forza_Horizon_5/?snr=1_7_7_7000_150_1,$32.78 
Fallout 76,Mostly Positive,50208,['RPG'],"['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Tablet']",['RPG'],Bethesda Game Studios,Bethesda Softworks,"14 Apr, 2020",https://store.steampowered.com/app/1151340/Fallout_76/?snr=1_7_7_7000_150_1,"$23.99
$5.99"
Ready or Not,Mostly Positive,124494,"['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Steam Cloud']","['Action, Adventure, Indie']",VOID Interactive,VOID Interactive,"13 Dec, 2023",https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_7000_150_1,$28.99 
Last Train Home,Very Positive,1918,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Strategy'],Ashborne Games,THQ Nordic,"28 Nov, 2023",https://store.steampowered.com/app/1469610/Last_Train_Home/?snr=1_7_7_7000_150_1,"$18.99
$12.53"
Hearts of Iron IV,Very Positive,194662,"['Simulation, Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']","['Simulation, Strategy']",Paradox Development Studio,Paradox Interactive,"6 Jun, 2016",https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/?snr=1_7_7_7000_150_1,$23.99 
SnowRunner,Very Positive,25205,"['Adventure, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Adventure, Simulation']",Saber Interactive,Focus Entertainment,"18 May, 2021",https://store.steampowered.com/app/1465360/SnowRunner/?snr=1_7_7_7000_150_1,"$20.99
$10.49"
Halo Infinite,Mostly Positive,167590,"['Action, Free to Play']","['Online PvP', 'LAN PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV']","['Action, Free to Play']",343 Industries,Xbox Game Studios,"15 Nov, 2021",https://store.steampowered.com/app/1240440/Halo_Infinite/?snr=1_7_7_7000_150_1,Free
The Sims™ 4,Very Positive,126287,"['Adventure, Casual, Simulation, Free to Play']","['Single-player', 'Steam Trading Cards', 'Remote Play on Tablet']","['Adventure, Casual, Simulation, Free to Play']",Maxis,Electronic Arts,"2 Sep, 2014",https://store.steampowered.com/app/1222670/The_Sims_4/?snr=1_7_7_7000_150_1,Free
Halo: The Master Chief Collection,Very Positive,199983,['Action'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],343 Industries,Xbox Game Studios,"3 Dec, 2019",https://store.steampowered.com/app/976730/Halo_The_Master_Chief_Collection/?snr=1_7_7_7000_150_1,"$39.99
$9.99"
Team Fortress 2,Very Positive,1026380,"['Action, Free to Play']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, Free to Play']",Valve,Valve,"10 Oct, 2007",https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_7000_150_1,Free
FINAL FANTASY XIV Online,Very Positive,65441,"['Massively Multiplayer, RPG']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Remote Play on Tablet']","['Massively Multiplayer, RPG']",Square Enix,Square Enix,"18 Feb, 2014",https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/?snr=1_7_7_7000_150_1,$15.99 
World of Warships,Very Positive,136002,"['Action, Massively Multiplayer, Simulation, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']","['Action, Massively Multiplayer, Simulation, Free to Play']",Wargaming Group Limited,Wargaming Group Limited,"15 Nov, 2017",https://store.steampowered.com/app/552990/World_of_Warships/?snr=1_7_7_7000_150_1,Free
Fallout 4,Very Positive,213509,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['RPG'],Bethesda Game Studios,Bethesda Softworks,"10 Nov, 2015",https://store.steampowered.com/app/377160/Fallout_4/?snr=1_7_7_7000_150_1,"$11.99
$3.95"
Red Dead Redemption 2,Very Positive,486889,"['Action, Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, Adventure']",Rockstar Games,Rockstar Games,"5 Dec, 2019",https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/?snr=1_7_7_7000_150_1,$59.99 
Football Manager 2024,Very Positive,4964,"['Simulation, Sports, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Simulation, Sports, Strategy']",Sports Interactive,SEGA,"6 Nov, 2023",https://store.steampowered.com/app/2252570/Football_Manager_2024/?snr=1_7_7_7000_150_1,$39.99 
World of Tanks Blitz,Mostly Positive,136707,"['Action, Massively Multiplayer, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","['Action, Massively Multiplayer, Free to Play']",Wargaming Group Limited,Wargaming Group Limited,"9 Nov, 2016",https://store.steampowered.com/app/444200/World_of_Tanks_Blitz/?snr=1_7_7_7000_150_1,Free
Assetto Corsa Competizione,Very Positive,20404,"['Racing, Simulation, Sports']","['Single-player', 'Online PvP', 'LAN PvP', 'VR Supported']","['Racing, Simulation, Sports']",Kunos Simulazioni,505 Games,"29 May, 2019",https://store.steampowered.com/app/805550/Assetto_Corsa_Competizione/?snr=1_7_7_7000_150_1,"$18.99
$5.69"
BeamNG.drive,Overwhelmingly Positive,208683,"['Racing, Simulation, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","['Racing, Simulation, Early Access']",BeamNG,BeamNG,"29 May, 2015",https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_7000_150_1,$12.49 
Path of Exile,Very Positive,216112,"['Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","['Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play']",Grinding Gear Games,Grinding Gear Games,"23 Oct, 2013",https://store.steampowered.com/app/238960/Path_of_Exile/?snr=1_7_7_7000_150_1,Free
Farming Simulator 22,Very Positive,46564,['Simulation'],"['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",['Simulation'],Giants Software,Giants Software,"22 Nov, 2021",https://store.steampowered.com/app/1248130/Farming_Simulator_22/?snr=1_7_7_7000_150_1,$9.99 
STAR WARS™: The Old Republic™,Very Positive,58194,"['Massively Multiplayer, RPG, Free to Play']","['MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Massively Multiplayer, RPG, Free to Play']",Broadsword,Electronic Arts,"20 Dec, 2011",https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic/?snr=1_7_7_7000_150_1,Free
Escape the Backrooms,Very Positive,46926,"['Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Cloud']","['Indie, Early Access']",Fancy Games,Fancy Games,"11 Aug, 2022",https://store.steampowered.com/app/1943950/Escape_the_Backrooms/?snr=1_7_7_7000_150_1,$5.79 
Raft,Very Positive,255227,"['Adventure, Indie, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, Simulation']",Redbeet Interactive,Axolot Games,"20 Jun, 2022",https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_7000_150_1,$19.99 
Overwatch® 2,Mostly Negative,238218,"['Action, Free to Play']","['Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Action, Free to Play']","Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.","10 Aug, 2023",https://store.steampowered.com/app/2357570/Overwatch_2/?snr=1_7_7_7000_150_1,Free
New World,Mostly Positive,233178,"['Action, Adventure, Massively Multiplayer, RPG']","['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']","['Action, Adventure, Massively Multiplayer, RPG']",Amazon Games,Amazon Games,"28 Sep, 2021",https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_7000_150_1,$39.99 
Rise of the Tomb Raider™,Very Positive,99106,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure']",Crystal Dynamics,Crystal Dynamics,"9 Feb, 2016",https://store.steampowered.com/app/391220/Rise_of_the_Tomb_Raider/?snr=1_7_7_7000_150_1,"$14.99
$2.99"
Hunt: Showdown,Mostly Positive,150482,['Action'],"['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],Crytek,Crytek,"27 Aug, 2019",https://store.steampowered.com/app/594650/Hunt_Showdown/?snr=1_7_7_7000_150_1,$18.99 
Forza Horizon 4,Very Positive,193085,['Racing'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Racing'],Playground Games,Xbox Game Studios,"9 Mar, 2021",https://store.steampowered.com/app/1293830/Forza_Horizon_4/?snr=1_7_7_7000_150_1,$19.99 
NBA 2K24,Mixed,14358,"['Simulation, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Remote Play Together']","['Simulation, Sports']",Visual Concepts,2K,"8 Sep, 2023",https://store.steampowered.com/app/2338770/NBA_2K24/?snr=1_7_7_7000_150_1,$59.99 
Stellaris,Very Positive,112633,"['Simulation, Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Paradox Development Studio,Paradox Interactive,"9 May, 2016",https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_7000_150_1,$23.99 
