Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Stellaris,Very Positive,112633,"['Simulation, Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Paradox Development Studio,Paradox Interactive,"9 May, 2016",https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_7000_150_1,$23.99 
Shadow of the Tomb Raider: Definitive Edition,Very Positive,54867,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure']",Eidos-Montréal,Crystal Dynamics,"14 Sep, 2018",https://store.steampowered.com/app/750920/Shadow_of_the_Tomb_Raider_Definitive_Edition/?snr=1_7_7_7000_150_1,"$44.96
$4.95"
Age of Empires IV: Anniversary Edition,Very Positive,47809,['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements']",['Strategy'],Relic Entertainment,Xbox Game Studios,"28 Oct, 2021",https://store.steampowered.com/app/1466860/Age_of_Empires_IV_Anniversary_Edition/?snr=1_7_7_7000_150_1,$39.99 
Magic: The Gathering Arena,Mixed,7956,"['Strategy, Free to Play']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Strategy, Free to Play']",Wizards of the Coast LLC,Wizards of the Coast LLC,"23 May, 2023",https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena/?snr=1_7_7_7000_150_1,Free
FOR HONOR™,Mostly Positive,86132,['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",['Action'],Ubisoft Montreal,Ubisoft,"14 Feb, 2017",https://store.steampowered.com/app/304390/FOR_HONOR/?snr=1_7_7_7000_150_1,$11.99 
Crusader Kings III,Very Positive,66542,"['RPG, Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']","['RPG, Simulation, Strategy']",Paradox Development Studio,Paradox Interactive,"1 Sep, 2020",https://store.steampowered.com/app/1158310/Crusader_Kings_III/?snr=1_7_7_7000_150_1,$29.99 
Squad,Mostly Positive,122434,"['Action, Indie, Massively Multiplayer, Strategy']","['Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']","['Action, Indie, Massively Multiplayer, Strategy']",Offworld Industries,Offworld Industries,"23 Sep, 2020",https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_7000_150_1,$22.99 
Ori and the Will of the Wisps,Overwhelmingly Positive,113597,['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']",['Action'],Moon Studios GmbH,Xbox Game Studios,"11 Mar, 2020",https://store.steampowered.com/app/1057090/Ori_and_the_Will_of_the_Wisps/?snr=1_7_7_7000_150_1,"$29.99
$9.89"
GrandChase,Mostly Positive,21777,"['Action, Casual, Free to Play']",['In-App Purchases'],"['Action, Casual, Free to Play']",KOG,KOG,"28 Jul, 2021",https://store.steampowered.com/app/985810/GrandChase/?snr=1_7_7_7000_150_1,Free
Conqueror's Blade,Mostly Positive,29439,"['Action, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']","['Action, Massively Multiplayer, RPG, Strategy, Free to Play']",Booming Tech,Poros Interactive,"6 Apr, 2020",https://store.steampowered.com/app/835570/Conquerors_Blade/?snr=1_7_7_7000_150_1,Free
Borderlands 3,Very Positive,99735,"['Action, RPG']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, RPG']",Gearbox Software,2K,"13 Mar, 2020",https://store.steampowered.com/app/397540/Borderlands_3/?snr=1_7_7_7000_150_1,$28.05 
Call of Duty®: Black Ops III,Very Positive,117755,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure']",Treyarch,Activision,"6 Nov, 2015",https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III/?snr=1_7_7_7000_150_1,$59.99 
Train Sim World® 4,Mostly Positive,1221,['Simulation'],"['Single-player', 'Steam Achievements', 'Stats']",['Simulation'],Dovetail Games,Dovetail Games - TSW,"26 Sep, 2023",https://store.steampowered.com/app/2362300/Train_Sim_World_4/?snr=1_7_7_7000_150_1,$19.16 
Sid Meier’s Civilization® VI,Very Positive,215572,['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Turn Notifications', 'Remote Play on Tablet', 'Remote Play Together']",['Strategy'],Firaxis Games,2K,"21 Oct, 2016",https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_7000_150_1,$59.99 
V Rising,Very Positive,67449,"['Action, Adventure, Massively Multiplayer, Early Access']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Cloud']","['Action, Adventure, Massively Multiplayer, Early Access']",Stunlock Studios,Stunlock Studios,"17 May, 2022",https://store.steampowered.com/app/1604030/V_Rising/?snr=1_7_7_7000_150_2,"$10.49
$8.39"
Medieval Dynasty,Very Positive,30602,"['Action, Adventure, Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure, Indie, RPG, Simulation']",Render Cube,Toplitz Productions,"23 Sep, 2021",https://store.steampowered.com/app/1129580/Medieval_Dynasty/?snr=1_7_7_7000_150_2,$17.99 
The Universim,Mostly Positive,6685,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Indie, Simulation, Strategy']",Crytivo,Crytivo,"22 Jan, 2024",https://store.steampowered.com/app/352720/The_Universim/?snr=1_7_7_7000_150_2,"$14.99
$11.24"
The Matchless Kungfu,Very Positive,3861,"['Indie, RPG, Strategy, Early Access']","['Single-player', 'Steam Workshop', 'Steam Cloud']","['Indie, RPG, Strategy, Early Access']",HuanMos Game,bilibili,"30 Aug, 2023",https://store.steampowered.com/app/1696440/The_Matchless_Kungfu/?snr=1_7_7_7000_150_2,$5.60 
Citizen Sleeper,Very Positive,4087,"['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, RPG']",Jump Over The Age,Fellow Traveller,"5 May, 2022",https://store.steampowered.com/app/1578650/Citizen_Sleeper/?snr=1_7_7_7000_150_2,"$10.49
$5.24"
It Takes Two,Very Positive,130366,"['Action, Adventure']","['Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together']","['Action, Adventure']",Hazelight,Electronic Arts,"26 Mar, 2021",https://store.steampowered.com/app/1426210/It_Takes_Two/?snr=1_7_7_7000_150_2,$39.99 
"Warhammer 40,000: Rogue Trader",Mostly Positive,9158,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Adventure, Indie, RPG, Strategy']",Owlcat Games,Owlcat Games,"7 Dec, 2023",https://store.steampowered.com/app/2186680/Warhammer_40000_Rogue_Trader/?snr=1_7_7_7000_150_2,$24.99 
Lies of P,Very Positive,22093,"['Action, Adventure, RPG']",['Single-player'],"['Action, Adventure, RPG']",NEOWIZ,NEOWIZ,"18 Sep, 2023",https://store.steampowered.com/app/1627720/Lies_of_P/?snr=1_7_7_7000_150_2,$35.99 
Garry's Mod,Overwhelmingly Positive,894237,"['Casual, Indie, Simulation']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Tablet']","['Casual, Indie, Simulation']",Facepunch Studios,Valve,"29 Nov, 2006",https://store.steampowered.com/app/4000/Garrys_Mod/?snr=1_7_7_7000_150_2,$5.79 
Bloons TD 6,Overwhelmingly Positive,259206,['Strategy'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",['Strategy'],Ninja Kiwi,Ninja Kiwi,"18 Dec, 2018",https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_7000_150_2,$7.79 
Shieldwall,Very Positive,5264,"['Action, Casual, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Cloud']","['Action, Casual, Indie, Simulation, Strategy']",Nezon Production,Nezon Production,"18 Apr, 2023",https://store.steampowered.com/app/1216320/Shieldwall/?snr=1_7_7_7000_150_2,"$11.99
$5.99"
eFootball™ 2024,Mixed,69050,"['Simulation, Sports, Free to Play']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'In-App Purchases']","['Simulation, Sports, Free to Play']",KONAMI,KONAMI,"30 Sep, 2021",https://store.steampowered.com/app/1665460/eFootball_2024/?snr=1_7_7_7000_150_2,Free
Mount & Blade II: Bannerlord,Very Positive,184940,"['Action, Indie, RPG, Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet']","['Action, Indie, RPG, Simulation, Strategy']",TaleWorlds Entertainment,TaleWorlds Entertainment,"25 Oct, 2022",https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/?snr=1_7_7_7000_150_2,$19.99 
ARMORED CORE™ VI FIRES OF RUBICON™,Very Positive,49775,['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Action'],FromSoftware Inc.,FromSoftware Inc.,"25 Aug, 2023",https://store.steampowered.com/app/1888160/ARMORED_CORE_VI_FIRES_OF_RUBICON/?snr=1_7_7_7000_150_2,$39.99 
Planet Zoo,Very Positive,63878,"['Casual, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'HDR available']","['Casual, Simulation, Strategy']",Frontier Developments,Frontier Developments,"5 Nov, 2019",https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_7000_150_2,$20.99 
Overcooked! All You Can Eat,Mostly Positive,2790,"['Casual, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Remote Play Together']","['Casual, Indie, Simulation, Strategy']",Team17 Digital,Team17 Digital,"23 Mar, 2021",https://store.steampowered.com/app/1243830/Overcooked_All_You_Can_Eat/?snr=1_7_7_7000_150_2,"$18.99
$7.59"
Zombie Army 4: Dead War,Very Positive,5908,['Action'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",['Action'],Rebellion,Rebellion,"18 Feb, 2021",https://store.steampowered.com/app/694280/Zombie_Army_4_Dead_War/?snr=1_7_7_7000_150_2,"$49.99
$7.49"
Pathfinder: Wrath of the Righteous - Enhanced Edition,Mostly Positive,24545,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, RPG, Strategy']",Owlcat Games,META Publishing,"2 Sep, 2021",https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_7000_150_2,"$19.99
$5.99"
Return from Core,Mostly Positive,514,"['Action, Adventure, Indie, RPG, Simulation, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Adventure, Indie, RPG, Simulation, Early Access']",Tanxun Studio,2P Games,"15 Dec, 2023",https://store.steampowered.com/app/2171630/Return_from_Core/?snr=1_7_7_7000_150_2,"$16.99
$14.44"
Moonbreaker,Very Positive,1104,"['Action, Strategy']","['Single-player', 'Online PvP', 'Steam Cloud']","['Action, Strategy']",Unknown Worlds Entertainment,"KRAFTON, Inc.","1 Feb, 2024",https://store.steampowered.com/app/845890/Moonbreaker/?snr=1_7_7_7000_150_2,"$14.99
$11.24"
"Warhammer 40,000: Inquisitor - Martyr",Mostly Positive,16639,"['Action, Adventure, Indie, RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']","['Action, Adventure, Indie, RPG']",NeocoreGames,NeocoreGames,"5 Jun, 2018",https://store.steampowered.com/app/527430/Warhammer_40000_Inquisitor__Martyr/?snr=1_7_7_7000_150_2,"$22.99
$4.59"
World of Tanks,Very Positive,73096,"['Action, Massively Multiplayer, Simulation, Free to Play']","['MMO', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Action, Massively Multiplayer, Simulation, Free to Play']",Wargaming Group Limited,Wargaming Group Limited,"29 Apr, 2021",https://store.steampowered.com/app/1407200/World_of_Tanks/?snr=1_7_7_7000_150_2,Free
Outlast 2,Very Positive,39985,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","['Action, Adventure, Indie']",Red Barrels,Red Barrels,"25 Apr, 2017",https://store.steampowered.com/app/414700/Outlast_2/?snr=1_7_7_7000_150_2,"$14.99
$2.24"
Fallout: New Vegas,Very Positive,153826,"['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, RPG']",Obsidian Entertainment,Bethesda Softworks,"22 Oct, 2010",https://store.steampowered.com/app/22380/Fallout_New_Vegas/?snr=1_7_7_7000_150_2,"$5.99
$1.49"
Satisfactory,Overwhelmingly Positive,131549,"['Adventure, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Cloud', 'Remote Play on Tablet']","['Adventure, Indie, Simulation, Strategy, Early Access']",Coffee Stain Studios,Coffee Stain Publishing,"8 Jun, 2020",https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_7000_150_2,$29.99 
Kenshi,Very Positive,66999,"['Action, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","['Action, Indie, RPG, Simulation, Strategy']",Lo-Fi Games,Lo-Fi Games,"6 Dec, 2018",https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_7000_150_2,"$14.99
$6.74"
Cities: Skylines,Very Positive,186382,"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet']","['Simulation, Strategy']",Colossal Order Ltd.,Paradox Interactive,"10 Mar, 2015",https://store.steampowered.com/app/255710/Cities_Skylines/?snr=1_7_7_7000_150_2,$17.99 
Train Simulator Classic,Very Positive,17405,['Simulation'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",['Simulation'],Dovetail Games,Dovetail Games - Trains,"12 Jul, 2009",https://store.steampowered.com/app/24010/Train_Simulator_Classic/?snr=1_7_7_7000_150_2,$12.49 
MARVEL SNAP,Mostly Positive,23927,"['Casual, Strategy, Free to Play']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Casual, Strategy, Free to Play']","Second Dinner Studios, Inc.",Nuverse,"22 Aug, 2023",https://store.steampowered.com/app/1997040/MARVEL_SNAP/?snr=1_7_7_7000_150_2,Free
FINAL FANTASY VI,Very Positive,2670,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Square Enix,Square Enix,"23 Feb, 2022",https://store.steampowered.com/app/1173820/FINAL_FANTASY_VI/?snr=1_7_7_7000_150_2,"$13.99
$11.19"
Outlast,Overwhelmingly Positive,80454,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV']","['Action, Adventure, Indie']",Red Barrels,Red Barrels,"4 Sep, 2013",https://store.steampowered.com/app/238320/Outlast/?snr=1_7_7_7000_150_2,"$10.49
$1.57"
The Forest,Overwhelmingly Positive,447169,"['Action, Adventure, Indie, Simulation']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud']","['Action, Adventure, Indie, Simulation']",Endnight Games Ltd,Endnight Games Ltd,"30 Apr, 2018",https://store.steampowered.com/app/242760/The_Forest/?snr=1_7_7_7000_150_2,$10.49 
Pummel Party,Very Positive,38113,"['Action, Casual, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Workshop', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Casual, Indie']",Rebuilt Games,Rebuilt Games,"20 Sep, 2018",https://store.steampowered.com/app/880940/Pummel_Party/?snr=1_7_7_7000_150_2,$14.99 
Russian Fishing 4,Mixed,39819,"['Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free to Play']","['Single-player', 'MMO', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Stats']","['Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Free to Play']",FishSoft LLC,FishSoft LLC,"11 Nov, 2021",https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_7000_150_2,Free
Eternal Return,Mixed,54259,"['Indie, Strategy, Free to Play']","['Online PvP', 'Steam Trading Cards', 'In-App Purchases']","['Indie, Strategy, Free to Play']",Nimble Neuron,"Kakao Games Europe B.V. (EU,NA,OCE)","20 Jul, 2023",https://store.steampowered.com/app/1049590/Eternal_Return/?snr=1_7_7_7000_150_2,Free
Deep Rock Galactic,Overwhelmingly Positive,217900,['Action'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],Ghost Ship Games,Coffee Stain Publishing,"13 May, 2020",https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?snr=1_7_7_7000_150_2,$29.99 
BattleBit Remastered,Very Positive,108281,"['Action, Massively Multiplayer, Early Access']","['MMO', 'Online PvP']","['Action, Massively Multiplayer, Early Access']",SgtOkiDoki,SgtOkiDoki,"15 Jun, 2023",https://store.steampowered.com/app/671860/BattleBit_Remastered/?snr=1_7_7_7000_150_2,$14.99 
Slay the Princess,Overwhelmingly Positive,7225,"['Adventure, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, RPG, Simulation']",Black Tabby Games,Black Tabby Games,"23 Oct, 2023",https://store.steampowered.com/app/1989270/Slay_the_Princess/?snr=1_7_7_7000_150_2,"$9.29
$8.36"
Timberborn,Very Positive,21311,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud', 'Includes level editor']","['Indie, Simulation, Strategy, Early Access']",Mechanistry,Mechanistry,"15 Sep, 2021",https://store.steampowered.com/app/1062090/Timberborn/?snr=1_7_7_7000_150_2,$12.49 
Dinkum,Very Positive,16859,"['Indie, RPG, Simulation, Early Access']","['Single-player', 'Online Co-op']","['Indie, RPG, Simulation, Early Access']",James Bendon,James Bendon,"14 Jul, 2022",https://store.steampowered.com/app/1062520/Dinkum/?snr=1_7_7_7000_150_2,"$19.99
$15.99"
RuneScape ®,Very Positive,22864,"['Massively Multiplayer, RPG, Free to Play']","['MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Massively Multiplayer, RPG, Free to Play']",Jagex Ltd,Jagex Ltd,"14 Oct, 2020",https://store.steampowered.com/app/1343400/RuneScape/?snr=1_7_7_7000_150_2,Free
Age of Wonders 4,Mostly Positive,9510,['Strategy'],"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",['Strategy'],Triumph Studios,Paradox Interactive,"2 May, 2023",https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_7000_150_2,$29.99 
